xslth_balance_0,fmeyv_balance_frequency_1,pwnjx_purchases_2,dxuli_oneoff_purchases_3,ojukq_installments_purchases_4,bvnag_cash_advance_5,gdoka_purchases_frequency_6,vozgu_oneoff_purchases_frequency_7,byefw_purchases_installments_frequency_8,jltvu_cash_advance_frequency_9,pmfyh_cash_advance_trx_10,jgcmz_purchases_trx_11,ehdqb_credit_limit_12,matvy_payments_13,itzsv_minimum_payments_14,ubvma_prc_full_payment_15,lkrsn_tenure_16
-0.08000645869785153,-0.05908872558659917,-0.018511680129323246,-0.014534327846906609,-0.014029673097454983,-0.0207664194787213,-0.3236835483798885,-0.20245768357542138,-0.2811043415642452,-0.09009613355679813,-0.02641322614343462,-0.03550232514590681,-0.11667610852636465,-0.03019118658569145,-0.009484791361650063,-0.1537146484916212,0.08044692737430174
0.08601484378013664,0.03182027441340085,-0.020457047921088142,-0.014534327846906609,-0.018269673097454985,0.11591848916212867,-0.4903505483798885,-0.20245768357542138,-0.3644373415642452,0.07657053310986854,0.006107099059817413,-0.04108891732467776,0.08365778128999596,0.04672356934348135,0.0027240421119089924,0.06850735150837878,0.08044692737430174
0.048871882719835454,0.12272927441340087,-0.004690800378542397,0.004433932449330626,-0.018269673097454985,-0.0207664194787213,0.5096494516201115,0.7975423164245786,-0.3644373415642452,-0.09009613355679813,-0.02641322614343462,-0.007569364252052059,0.10035227210802601,-0.021905453792406673,-0.0031008189310280593,-0.1537146484916212,0.08044692737430174
0.005366537348867364,-0.2409067255865991,0.010110104278655862,0.02224079558527469,-0.018269673097454985,-0.016400696320385728,-0.4070175483798885,-0.11912468357542137,-0.3644373415642452,-0.03454080022346479,-0.018283144842621613,-0.03829562123529228,0.10035227210802601,-0.03416981793934672,,-0.1537146484916212,0.08044692737430174
-0.039214150037571525,0.12272927441340087,-0.020130780786200946,-0.014141798177183525,-0.018269673097454985,-0.0207664194787213,-0.4070175483798885,-0.11912468357542137,-0.3644373415642452,-0.09009613355679813,-0.02641322614343462,-0.03829562123529228,-0.10999831219915263,-0.02079610096452045,-0.00810687352195777,-0.1537146484916212,0.08044692737430174
0.012884111647292265,0.12272927441340087,0.006730792429061748,-0.014534327846906609,0.040987215791433905,-0.0207664194787213,0.1763164516201115,-0.20245768357542138,0.21889565843575481,-0.09009613355679813,-0.02641322614343462,-0.01874254860959396,-0.08996492321751656,-0.0065669625562939015,0.02019521619747901,-0.1537146484916212,0.08044692737430174
-0.04921531283959233,0.12272927441340087,0.12414067183868954,0.14254206210678716,0.012324993569211682,-0.0207664194787213,0.5096494516201115,0.7975423164245786,0.6355626584357548,-0.09009613355679813,-0.02641322614343462,0.13768203239599264,0.30068616192438663,0.0911087407120184,-0.00871841224682755,0.8462853515083788,0.08044692737430174
0.013610041984691418,0.12272927441340087,-0.01156219015622601,-0.014534327846906609,0.0011169935692116825,-0.0207664194787213,0.5096494516201115,-0.20245768357542138,0.6355626584357548,-0.09009613355679813,-0.02641322614343462,-0.007569364252052059,-0.07327043239948651,-0.020781702351711426,-0.004347456134744472,-0.1537146484916212,0.08044692737430174
-0.028858076779025636,0.12272927441340087,-0.0028898057939650847,0.0016940753546635108,-0.009380784208566095,-0.0207664194787213,-0.15701754837988852,-0.11912468357542137,-0.11443734156424518,-0.09009613355679813,-0.02641322614343462,-0.027122436877750383,0.08365778128999596,-0.020600053760430954,-0.007227727821269953,-0.1537146484916212,0.08044692737430174
-0.07416050921587705,-0.3318157255865991,0.005676949583376109,0.016907298697912305,-0.018269673097454985,-0.0207664194787213,-0.3236835483798885,-0.03579068357542137,-0.3644373415642452,-0.09009613355679813,-0.02641322614343462,-0.03270902905652133,0.21721370783423635,-0.011205769693104734,-0.009997937297118103,-0.1537146484916212,0.08044692737430174
